Title,Price,Location,Year,Link,Mileage,Fuel,Engine,Transmission,Last_updated,Image_url
Toyota Corolla  2015 GLi 1.3 VVTi,PKR 38.5 lacs,Lahore,2015,https://www.pakwheels.com/used-cars/toyota-corolla-2015-for-sale-in-lahore-10018378,"190,000 km",Petrol,1300 cc,Manual,Updated 9 days ago,https://cache4.pakwheels.com/ad_pictures/1206/toyota-corolla-gli-vvti-2015-120637524.webp
Toyota Corolla  2015 GLi 1.3 VVTi,PKR 40 lacs,Islamabad,2015,https://www.pakwheels.com/used-cars/toyota-corolla-2015-for-sale-in-islamabad-10018064,"57,000 km",Petrol,1300 cc,Manual,Updated 9 days ago,https://cache3.pakwheels.com/ad_pictures/1206/toyota-corolla-gli-vvti-2015-120633261.webp
Toyota Corolla  2015 GLi Automatic 1.3 VVTi,PKR 36 lacs,Abbottabad,2015,https://www.pakwheels.com/used-cars/toyota-corolla-2015-for-sale-in-abbottabad-10017896,"133,975 km",Petrol,1300 cc,Automatic,Updated 9 days ago,https://cache2.pakwheels.com/ad_pictures/1206/toyota-corolla-gli-vvti-automatic-2015-120631052.webp
Toyota Corolla  2013 GLi 1.3 VVTi,PKR 35 lacs,Gujar Khan,2013,https://www.pakwheels.com/used-cars/toyota-corolla-2013-for-sale-in-gujar-khan-10017889,"2,500 km",Petrol,1300 cc,Manual,Updated 9 days ago,https://cache1.pakwheels.com/ad_pictures/1206/toyota-corolla-gli-vvti-2013-120630899.webp
Toyota Corolla  2016 GLi Automatic 1.3 VVTi,PKR 37.5 lacs,Karachi,2016,https://www.pakwheels.com/used-cars/toyota-corolla-2016-for-sale-in-karachi-10017850,"73,000 km",Petrol,1300 cc,Automatic,Updated 9 days ago,https://cache3.pakwheels.com/ad_pictures/1206/toyota-corolla-gli-vvti-automatic-2016-120630344.webp
Toyota Corolla  2016 GLi Automatic 1.3 VVTi,PKR 37 lacs,Hyderabad,2016,https://www.pakwheels.com/used-cars/toyota-corolla-2016-for-sale-in-hyderabad-10017687,"127,000 km",Petrol,1300 cc,Automatic,Updated 9 days ago,https://cache4.pakwheels.com/ad_pictures/1206/toyota-corolla-gli-vvti-automatic-2016-120627512.webp
Toyota Corolla  2013 GLi 1.3 VVTi,PKR 26 lacs,Karachi,2013,https://www.pakwheels.com/used-cars/toyota-corolla-2013-for-sale-in-karachi-10017670,"94,000 km",Petrol,1300 cc,Manual,Updated 9 days ago,https://cache4.pakwheels.com/ad_pictures/1206/toyota-corolla-gli-vvti-2013-120627126.webp
Toyota Corolla  2016 GLi Automatic 1.3 VVTi,PKR 37.2 lacs,Karachi,2016,https://www.pakwheels.com/used-cars/toyota-corolla-2016-for-sale-in-karachi-10017624,"80,000 km",Petrol,1300 cc,Automatic,Updated 9 days ago,https://cache3.pakwheels.com/ad_pictures/1206/toyota-corolla-gli-vvti-automatic-2016-120626860.webp
Toyota Corolla  2013 GLi Automatic 1.6 VVTi,PKR 32 lacs,Karachi,2013,https://www.pakwheels.com/used-cars/toyota-corolla-2013-for-sale-in-karachi-10017471,"140,000 km",Petrol,1600 cc,Automatic,Updated 9 days ago,https://cache3.pakwheels.com/ad_pictures/1206/toyota-corolla-1-6-gli-automatic-2013-120624359.webp
Toyota Corolla  2016 GLi 1.3 VVTi,PKR 38.85 lacs,Islamabad,2016,https://www.pakwheels.com/used-cars/toyota-corolla-2016-for-sale-in-islamabad-9949616,"85,000 km",Petrol,1300 cc,Manual,Updated 9 days ago,https://cache1.pakwheels.com/ad_pictures/1195/toyota-corolla-gli-vvti-2016-119548787.webp
Toyota Corolla  2013 GLi 1.3 VVTi,PKR 31.5 lacs,Wah cantt,2013,https://www.pakwheels.com/used-cars/toyota-corolla-2013-for-sale-in-wah-cantt-10012502,"214,000 km",Petrol,1300 cc,Manual,Updated 9 days ago,https://cache3.pakwheels.com/ad_pictures/1205/toyota-corolla-gli-vvti-limited-edition-2013-120548139.webp
Toyota Corolla  2016 GLi 1.3 VVTi,PKR 34.9 lacs,Phalia,2016,https://www.pakwheels.com/used-cars/toyota-corolla-2016-for-sale-in-phalia-10016854,"179,000 km",Petrol,1300 cc,Manual,Updated 9 days ago,https://cache4.pakwheels.com/ad_pictures/1206/toyota-corolla-gli-vvti-2016-120614024.webp
Toyota Corolla  2015 GLi 1.3 VVTi,PKR 34.5 lacs,Faisalabad,2015,https://www.pakwheels.com/used-cars/toyota-corolla-2015-for-sale-in-faisalabad-10016736,"200,000 km",Petrol,1300 cc,Manual,Updated 9 days ago,https://cache3.pakwheels.com/ad_pictures/1206/toyota-corolla-gli-vvti-2015-120613092.webp
Toyota Corolla  2015 GLi 1.3 VVTi,PKR 33.25 lacs,Lahore,2015,https://www.pakwheels.com/used-cars/toyota-corolla-2015-for-sale-in-lahore-10016684,"130,000 km",Petrol,1300 cc,Manual,Updated 9 days ago,https://cache2.pakwheels.com/ad_pictures/1206/toyota-corolla-gli-vvti-2015-120612558.webp
Toyota Corolla  2013 GLi 1.3 VVTi,PKR 25.7 lacs,Nooriabad,2013,https://www.pakwheels.com/used-cars/toyota-corolla-2013-for-sale-in-nooriabad-10016641,"154,550 km",Petrol,1300 cc,Manual,Updated 9 days ago,https://cache4.pakwheels.com/ad_pictures/1206/toyota-corolla-gli-vvti-2013-120611665.webp
Toyota Corolla  2013 GLi Automatic 1.6 VVTi,PKR 29.5 lacs,Karachi,2013,https://www.pakwheels.com/used-cars/toyota-corolla-2013-for-sale-in-karachi-10016451,"126,000 km",Petrol,1600 cc,Automatic,Updated 9 days ago,https://cache1.pakwheels.com/ad_pictures/1206/toyota-corolla-1-6-gli-automatic-2013-120608647.webp
Toyota Corolla  2015 GLi 1.3 VVTi,PKR 32 lacs,Swabi,2015,https://www.pakwheels.com/used-cars/toyota-corolla-2015-for-sale-in-swabi-10016184,"120,000 km",Petrol,1300 cc,Manual,Updated 9 days ago,https://cache4.pakwheels.com/ad_pictures/1206/toyota-corolla-gli-vvti-2015-120604809.webp
Toyota Corolla  2016 GLi Automatic 1.3 VVTi,PKR 35.85 lacs,Karachi,2016,https://www.pakwheels.com/used-cars/toyota-corolla-2016-for-sale-in-karachi-10001287,"68,000 km",Petrol,1300 cc,Automatic,Updated 9 days ago,https://cache2.pakwheels.com/ad_pictures/1205/toyota-corolla-gli-vvti-automatic-2016-120502126.webp
Toyota Corolla  2015 GLi Automatic 1.3 VVTi,PKR 34.9 lacs,Lahore,2015,https://www.pakwheels.com/used-cars/toyota-corolla-2015-for-sale-in-lahore-10015987,"150,000 km",Petrol,1300 cc,Automatic,Updated 9 days ago,https://cache3.pakwheels.com/ad_pictures/1208/toyota-corolla-gli-vvti-automatic-2015-120807138.webp
Toyota Corolla  2013 GLi 1.3 VVTi,PKR 36.25 lacs,Sargodha,2013,https://www.pakwheels.com/used-cars/toyota-corolla-2013-for-sale-in-sargodha-10015944,"91,000 km",Petrol,1300 cc,Manual,Updated 9 days ago,https://cache4.pakwheels.com/ad_pictures/1206/toyota-corolla-gli-vvti-2013-120600906.webp
Toyota Corolla  2015 GLi Automatic 1.3 VVTi,PKR 35.75 lacs,Lahore,2015,https://www.pakwheels.com/used-cars/toyota-corolla-2015-for-sale-in-lahore-10015877,"175,000 km",Petrol,1300 cc,Automatic,Updated 9 days ago,https://cache3.pakwheels.com/ad_pictures/1205/toyota-corolla-gli-vvti-automatic-2015-120599932.webp
Toyota Corolla  2013 GLi 1.3 VVTi,PKR 37.9 lacs,Islamabad,2013,https://www.pakwheels.com/used-cars/toyota-corolla-2013-for-sale-in-islamabad-10015797,"45,000 km",Petrol,1300 cc,Manual,Updated 9 days ago,https://cache2.pakwheels.com/ad_pictures/1205/toyota-corolla-gli-vvti-2013-120599002.webp
Toyota Corolla  2015 GLi 1.3 VVTi,PKR 34.75 lacs,Kharian,2015,https://www.pakwheels.com/used-cars/toyota-corolla-2015-for-sale-in-kharian-10015726,"117,500 km",Petrol,1300 cc,Manual,Updated 10 days ago,https://cache1.pakwheels.com/ad_pictures/1205/toyota-corolla-gli-vvti-2015-120597217.webp
Toyota Corolla  2016 GLi 1.3 VVTi,PKR 35.5 lacs,Rawalpindi,2016,https://www.pakwheels.com/used-cars/toyota-corolla-2016-for-sale-in-rawalpindi-10015621,"152,000 km",Petrol,1300 cc,Manual,Updated 10 days ago,https://cache1.pakwheels.com/ad_pictures/1205/toyota-corolla-gli-vvti-2016-120595554.webp
Toyota Corolla  2016 GLi Automatic 1.3 VVTi,PKR 41.5 lacs,Peshawar,2016,https://www.pakwheels.com/used-cars/toyota-corolla-2016-for-sale-in-peshawar-10015461,"124,000 km",Petrol,1300 cc,Automatic,Updated 10 days ago,https://cache1.pakwheels.com/ad_pictures/1205/toyota-corolla-gli-vvti-automatic-2016-120592983.webp
Toyota Corolla  2014 GLi 1.3 VVTi,PKR 27.5 lacs,Karachi,2014,https://www.pakwheels.com/used-cars/toyota-corolla-2014-for-sale-in-karachi-10015201,"121,000 km",Petrol,1300 cc,Manual,Updated 10 days ago,https://cache1.pakwheels.com/ad_pictures/1205/toyota-corolla-gli-vvti-2014-120588948.webp
Toyota Corolla  2015 GLi 1.3 VVTi,PKR 29.65 lacs,Rahim Yar Khan,2015,https://www.pakwheels.com/used-cars/toyota-corolla-2015-for-sale-in-rahim-yar-khan-10015134,"85,000 km",Petrol,1300 cc,Manual,Updated 10 days ago,https://cache3.pakwheels.com/ad_pictures/1205/toyota-corolla-gli-vvti-2015-120587521.webp
Toyota Corolla  2016 GLi 1.3 VVTi,PKR 33.5 lacs,Quetta,2016,https://www.pakwheels.com/used-cars/toyota-corolla-2016-for-sale-in-quetta-9735246,"100,000 km",Petrol,1300 cc,Manual,Updated 10 days ago,https://cache3.pakwheels.com/ad_pictures/1162/toyota-corolla-gli-vvti-2016-116250436.webp
Toyota Corolla  2016 GLi 1.3 VVTi,PKR 36.5 lacs,Attock,2016,https://www.pakwheels.com/used-cars/toyota-corolla-2016-for-sale-in-attock-10014655,"402,000 km",Petrol,1300 cc,Manual,Updated 10 days ago,https://cache2.pakwheels.com/ad_pictures/1205/toyota-corolla-gli-vvti-2016-120580560.webp
Toyota Corolla  2014 GLi 1.3 VVTi,PKR 32 lacs,Rawalpindi,2014,https://www.pakwheels.com/used-cars/toyota-corolla-2014-for-sale-in-rawalpindi-10014645,"170,000 km",Petrol,1300 cc,Manual,Updated 10 days ago,https://cache2.pakwheels.com/ad_pictures/1205/toyota-corolla-gli-vvti-2014-120580327.webp
Toyota Corolla  2016 GLi 1.3 VVTi,PKR 34.85 lacs,Pir mahal,2016,https://www.pakwheels.com/used-cars/toyota-corolla-2016-for-sale-in-pir-mahal-10014500,"195,000 km",Petrol,1300 cc,Manual,Updated 10 days ago,https://cache4.pakwheels.com/ad_pictures/1205/toyota-corolla-gli-vvti-2016-120577852.webp
Toyota Corolla  2014 GLi 1.3 VVTi,PKR 32 lacs,Islamabad,2014,https://www.pakwheels.com/used-cars/toyota-corolla-2014-for-sale-in-islamabad-9990644,"150,000 km",Petrol,1300 cc,Manual,Updated 10 days ago,https://cache1.pakwheels.com/ad_pictures/1202/toyota-corolla-gli-vvti-2014-120206678.webp
Toyota Corolla  2014 GLi 1.3 VVTi,PKR 32.5 lacs,Mansehra,2014,https://www.pakwheels.com/used-cars/toyota-corolla-2014-for-sale-in-mansehra-10014173,"106,000 km",Petrol,1300 cc,Manual,Updated 10 days ago,https://cache4.pakwheels.com/ad_pictures/1205/toyota-corolla-gli-vvti-2014-120573695.webp
Toyota Corolla  2015 GLi Automatic 1.3 VVTi,PKR 34.75 lacs,Karachi,2015,https://www.pakwheels.com/used-cars/toyota-corolla-2015-for-sale-in-karachi-10008530,"100,000 km",Petrol,1300 cc,Automatic,Updated 10 days ago,https://cache2.pakwheels.com/ad_pictures/1204/toyota-corolla-gli-vvti-automatic-2015-120488470.webp
Toyota Corolla  2015 GLi Automatic 1.3 VVTi,PKR 33 lacs,Karachi,2015,https://www.pakwheels.com/used-cars/toyota-corolla-2015-for-sale-in-karachi-9974692,"89,000 km",Petrol,1300 cc,Automatic,Updated 10 days ago,https://cache2.pakwheels.com/ad_pictures/1199/toyota-corolla-gli-vvti-automatic-2015-119950985.webp
Toyota Corolla  2013 GLi 1.3 VVTi,PKR 35 lacs,Islamabad,2013,https://www.pakwheels.com/used-cars/toyota-corolla-2013-for-sale-in-islamabad-10014059,"81,000 km",Petrol,1300 cc,Manual,Updated 10 days ago,https://cache4.pakwheels.com/ad_pictures/1205/toyota-corolla-gli-vvti-2013-120571868.webp
Toyota Corolla  2015 GLi 1.3 VVTi,PKR 40.5 lacs,Faisalabad,2015,https://www.pakwheels.com/used-cars/toyota-corolla-2015-for-sale-in-faisalabad-10013857,"67,888 km",Petrol,1300 cc,Manual,Updated 10 days ago,https://cache3.pakwheels.com/ad_pictures/1205/toyota-corolla-gli-vvti-2015-120569257.webp
Toyota Corolla  2015 GLi Automatic 1.3 VVTi,PKR 39 lacs,Lahore,2015,https://www.pakwheels.com/used-cars/toyota-corolla-2015-for-sale-in-lahore-9878255,"130,000 km",Petrol,1300 cc,Automatic,Updated 10 days ago,https://cache1.pakwheels.com/ad_pictures/1184/toyota-corolla-gli-vvti-automatic-2015-118447585.webp
Toyota Corolla  2016 GLi 1.3 VVTi,PKR 32.75 lacs,Faisalabad,2016,https://www.pakwheels.com/used-cars/toyota-corolla-2016-for-sale-in-faisalabad-10013672,"98,000 km",Petrol,1300 cc,Manual,Updated 10 days ago,https://cache2.pakwheels.com/ad_pictures/1205/toyota-corolla-gli-vvti-2016-120566100.webp
Toyota Corolla  2014 GLi 1.3 VVTi,PKR 31.7 lacs,Muzaffar Gargh,2014,https://www.pakwheels.com/used-cars/toyota-corolla-2014-for-sale-in-muzaffar-gargh-10013600,"167,353 km",Petrol,1300 cc,Manual,Updated 10 days ago,https://cache1.pakwheels.com/ad_pictures/1205/toyota-corolla-gli-vvti-2014-120565288.webp
Toyota Corolla  2014 GLi 1.3 VVTi,PKR 33 lacs,Chiniot,2014,https://www.pakwheels.com/used-cars/toyota-corolla-2014-for-sale-in-chiniot-10013536,240 km,Petrol,1300 cc,Manual,Updated 10 days ago,https://cache1.pakwheels.com/ad_pictures/1205/toyota-corolla-gli-vvti-2014-120564637.webp
Toyota Corolla  2016 GLi 1.3 VVTi,PKR 39.5 lacs,Muzaffar Gargh,2016,https://www.pakwheels.com/used-cars/toyota-corolla-2016-for-sale-in-muzaffar-gargh-10013348,"41,000 km",Petrol,1300 cc,Manual,Updated 10 days ago,https://cache4.pakwheels.com/ad_pictures/1205/toyota-corolla-gli-vvti-2016-120561936.webp
Toyota Corolla  2014 GLi 1.3 VVTi Special Edition,PKR 30.75 lacs,Lahore,2014,https://www.pakwheels.com/used-cars/toyota-corolla-2014-for-sale-in-lahore-10013128,"180,000 km",Petrol,1300 cc,Manual,Updated 10 days ago,https://cache3.pakwheels.com/ad_pictures/1205/toyota-corolla-gli-1-3-vvti-special-edition-2014-120559202.webp
Toyota Corolla  2015 GLi 1.3 VVTi,PKR 36.5 lacs,Bahawalpur,2015,https://www.pakwheels.com/used-cars/toyota-corolla-2015-for-sale-in-bahawalpur-9893641,"89,000 km",Petrol,1300 cc,Manual,Updated 10 days ago,https://cache4.pakwheels.com/ad_pictures/1186/toyota-corolla-gli-vvti-2015-118689167.webp
Toyota Corolla  2013 GLi 1.3 VVTi,PKR 30.25 lacs,Sialkot,2013,https://www.pakwheels.com/used-cars/toyota-corolla-2013-for-sale-in-sialkot-10012914,"111,000 km",Petrol,1300 cc,Manual,Updated 10 days ago,https://cache3.pakwheels.com/ad_pictures/1205/toyota-corolla-gli-vvti-2013-120555472.webp
Toyota Corolla  2015 GLi Automatic 1.3 VVTi,PKR 36 lacs,Karachi,2015,https://www.pakwheels.com/used-cars/toyota-corolla-2015-for-sale-in-karachi-10012454,"93,000 km",Petrol,1300 cc,Automatic,Updated 10 days ago,https://cache3.pakwheels.com/ad_pictures/1205/toyota-corolla-gli-vvti-automatic-2015-120547674.webp
Toyota Corolla  2013 GLi Automatic 1.6 VVTi,PKR 31.8 lacs,Islamabad,2013,https://www.pakwheels.com/used-cars/toyota-corolla-2013-for-sale-in-islamabad-10012223,"170,000 km",Petrol,1600 cc,Automatic,Updated 10 days ago,https://cache4.pakwheels.com/ad_pictures/1205/toyota-corolla-1-6-gli-automatic-2013-120566888.webp
Toyota Corolla  2016 GLi Automatic 1.3 VVTi,PKR 36 lacs,Jampur,2016,https://www.pakwheels.com/used-cars/toyota-corolla-2016-for-sale-in-jampur-10012140,140 km,Petrol,1300 cc,Automatic,Updated 10 days ago,https://cache3.pakwheels.com/ad_pictures/1205/toyota-corolla-gli-vvti-automatic-2016-120542605.webp
Toyota Corolla  2015 GLi Automatic 1.3 VVTi,PKR 33.2 lacs,Karachi,2015,https://www.pakwheels.com/used-cars/toyota-corolla-2015-for-sale-in-karachi-10012138,"94,000 km",Petrol,1300 cc,Automatic,Updated 10 days ago,https://cache3.pakwheels.com/ad_pictures/1205/toyota-corolla-gli-vvti-automatic-2015-120543082.webp
Toyota Corolla  2013 GLi 1.3 VVTi,PKR 32 lacs,Multan,2013,https://www.pakwheels.com/used-cars/toyota-corolla-2013-for-sale-in-multan-10012024,"83,000 km",Petrol,1300 cc,Manual,Updated 10 days ago,https://cache4.pakwheels.com/ad_pictures/1205/toyota-corolla-gli-vvti-2013-120540500.webp
Toyota Corolla  2015 GLi 1.3 VVTi,PKR 33.5 lacs,Karachi,2015,https://www.pakwheels.com/used-cars/toyota-corolla-2015-for-sale-in-karachi-10011856,"84,000 km",Petrol,1300 cc,Manual,Updated 10 days ago,https://cache2.pakwheels.com/ad_pictures/1205/toyota-corolla-gli-vvti-2015-120538219.webp
Toyota Corolla  2015 GLi 1.3 VVTi,PKR 38 lacs,Lodhran,2015,https://www.pakwheels.com/used-cars/toyota-corolla-2015-for-sale-in-lodhran-10011467,"138,000 km",Petrol,1300 cc,Manual,Updated 10 days ago,https://cache1.pakwheels.com/ad_pictures/1205/toyota-corolla-gli-vvti-2015-120532156.webp
Toyota Corolla  2015 GLi 1.3 VVTi,PKR 32.8 lacs,Gujranwala,2015,https://www.pakwheels.com/used-cars/toyota-corolla-2015-for-sale-in-gujranwala-10011695,"176,258 km",Petrol,1300 cc,Manual,Updated 10 days ago,https://cache2.pakwheels.com/ad_pictures/1205/toyota-corolla-xli-vvti-2015-120535463.webp
Toyota Corolla  2015 GLi 1.3 VVTi,PKR 33.5 lacs,Sahiwal,2015,https://www.pakwheels.com/used-cars/toyota-corolla-2015-for-sale-in-sahiwal-10011430,"145,000 km",Petrol,1300 cc,Manual,Updated 11 days ago,https://cache4.pakwheels.com/ad_pictures/1205/toyota-corolla-gli-vvti-2015-120531698.webp
Toyota Corolla  2014 GLi 1.3 VVTi,PKR 36 lacs,Peshawar,2014,https://www.pakwheels.com/used-cars/toyota-corolla-2014-for-sale-in-peshawar-10011219,"80,000 km",Petrol,1300 cc,Manual,Updated 11 days ago,https://cache1.pakwheels.com/ad_pictures/1205/toyota-corolla-gli-vvti-2014-120528533.webp
Toyota Corolla  2016 GLi 1.3 VVTi,PKR 35.8 lacs,Sargodha,2016,https://www.pakwheels.com/used-cars/toyota-corolla-2016-for-sale-in-sargodha-10011158,"133,000 km",Petrol,1300 cc,Manual,Updated 11 days ago,https://cache1.pakwheels.com/ad_pictures/1205/toyota-corolla-gli-vvti-2016-120527709.webp
Toyota Corolla  2014 GLi 1.3 VVTi,PKR 35.25 lacs,Islamabad,2014,https://www.pakwheels.com/used-cars/toyota-corolla-2014-for-sale-in-islamabad-10011073,"69,000 km",Petrol,1300 cc,Manual,Updated 11 days ago,https://cache1.pakwheels.com/ad_pictures/1209/toyota-corolla-gli-vvti-2014-120963241.webp
Toyota Corolla  2013 GLi 1.3 VVTi,PKR 31.9 lacs,Islamabad,2013,https://www.pakwheels.com/used-cars/toyota-corolla-2013-for-sale-in-islamabad-10010957,"94,560 km",Petrol,1300 cc,Manual,Updated 11 days ago,https://cache2.pakwheels.com/ad_pictures/1208/toyota-corolla-gli-vvti-2013-120867293.webp
Toyota Corolla  2015 GLi 1.3 VVTi,PKR 33.5 lacs,Bahawalnagar,2015,https://www.pakwheels.com/used-cars/toyota-corolla-2015-for-sale-in-bahawalnagar-10010955,"115,658 km",Petrol,1300 cc,Manual,Updated 11 days ago,https://cache2.pakwheels.com/ad_pictures/1208/toyota-corolla-gli-vvti-2015-120881934.webp
Toyota Corolla  2015 GLi 1.3 VVTi,PKR 33.9 lacs,Kamalia,2015,https://www.pakwheels.com/used-cars/toyota-corolla-2015-for-sale-in-kamalia-10008345,"260,000 km",Petrol,1300 cc,Manual,Updated 11 days ago,https://cache1.pakwheels.com/ad_pictures/1204/toyota-corolla-gli-vvti-2015-120484853.webp
Toyota Corolla  2013 GLi Limited Edition 1.3 VVTi,PKR 30.1 lacs,Layyah,2013,https://www.pakwheels.com/used-cars/toyota-corolla-2013-for-sale-in-layyah-10010836,"260,000 km",Petrol,1300 cc,Manual,Updated 11 days ago,https://cache4.pakwheels.com/ad_pictures/1205/toyota-corolla-gli-vvti-limited-edition-2013-120521962.webp
Toyota Corolla  2014 GLi Automatic 1.3 VVTi,PKR 38 lacs,Rawalpindi,2014,https://www.pakwheels.com/used-cars/toyota-corolla-2014-for-sale-in-rawalpindi-10010751,"232,000 km",Petrol,1300 cc,Automatic,Updated 11 days ago,https://cache3.pakwheels.com/ad_pictures/1205/toyota-corolla-gli-vvti-automatic-2014-120521189.webp
Toyota Corolla  2013 GLi 1.3 VVTi,PKR 30 lacs,Peshawar,2013,https://www.pakwheels.com/used-cars/toyota-corolla-2013-for-sale-in-peshawar-10010676,"192,000 km",Petrol,1300 cc,Manual,Updated 11 days ago,https://cache1.pakwheels.com/ad_pictures/1205/toyota-corolla-gli-vvti-2013-120520139.webp
Toyota Corolla  2013 GLi 1.3 VVTi,PKR 28.5 lacs,Hafizabad,2013,https://www.pakwheels.com/used-cars/toyota-corolla-2013-for-sale-in-hafizabad-10010448,"102,000 km",Petrol,1300 cc,Manual,Updated 11 days ago,https://cache3.pakwheels.com/ad_pictures/1205/toyota-corolla-gli-vvti-2013-120516951.webp
Toyota Corolla  2013 GLi 1.3 VVTi,PKR 34 lacs,Fateh Jang,2013,https://www.pakwheels.com/used-cars/toyota-corolla-2013-for-sale-in-fateh-jang-9961217,"150,000 km",Petrol,1300 cc,Manual,Updated 11 days ago,https://cache3.pakwheels.com/ad_pictures/1197/toyota-corolla-gli-vvti-2013-119733924.webp
Toyota Corolla  2016 GLi 1.3 VVTi,PKR 41 lacs,Talagang,2016,https://www.pakwheels.com/used-cars/toyota-corolla-2016-for-sale-in-talagang-10010068,"76,920 km",Petrol,1300 cc,Manual,Updated 11 days ago,https://cache1.pakwheels.com/ad_pictures/1205/toyota-corolla-gli-vvti-2016-120511821.webp
Toyota Corolla  2015 GLi 1.3 VVTi,PKR 37 lacs,Lahore,2015,https://www.pakwheels.com/used-cars/toyota-corolla-2015-for-sale-in-lahore-9905435,"170,000 km",Petrol,1300 cc,Manual,Updated 11 days ago,https://cache1.pakwheels.com/ad_pictures/1188/toyota-corolla-gli-vvti-2015-118869231.webp
Toyota Corolla  2016 GLi 1.3 VVTi,PKR 38 lacs,Islamabad,2016,https://www.pakwheels.com/used-cars/toyota-corolla-2016-for-sale-in-islamabad-10009766,"122,000 km",Petrol,1300 cc,Manual,Updated 11 days ago,https://cache3.pakwheels.com/ad_pictures/1205/toyota-corolla-gli-vvti-2016-120507421.webp
Toyota Corolla  2016 GLi Automatic 1.3 VVTi,PKR 41.7 lacs,Islamabad,2016,https://www.pakwheels.com/used-cars/toyota-corolla-2016-for-sale-in-islamabad-10009767,"133,205 km",Petrol,1300 cc,Automatic,Updated 11 days ago,https://cache4.pakwheels.com/ad_pictures/1205/toyota-corolla-gli-vvti-automatic-2016-120507434.webp
Toyota Corolla  2015 GLi 1.3 VVTi,PKR 31.8 lacs,Rahim Yar Khan,2015,https://www.pakwheels.com/used-cars/toyota-corolla-2015-for-sale-in-rahim-yar-khan-10009176,"132,000 km",Petrol,1300 cc,Manual,Updated 11 days ago,https://cache1.pakwheels.com/ad_pictures/1204/toyota-corolla-gli-vvti-2015-120498967.webp
Toyota Corolla  2014 GLi 1.3 VVTi,PKR 28.5 lacs,Pir mahal,2014,https://www.pakwheels.com/used-cars/toyota-corolla-2014-for-sale-in-pir-mahal-10009048,"250,000 km",Petrol,1300 cc,Manual,Updated 11 days ago,https://cache1.pakwheels.com/ad_pictures/1204/toyota-corolla-gli-vvti-2014-120496880.webp
Toyota Corolla  2016 GLi 1.3 VVTi,PKR 40.5 lacs,Islamabad,2016,https://www.pakwheels.com/used-cars/toyota-corolla-2016-for-sale-in-islamabad-9600820,"90,000 km",Petrol,1300 cc,Manual,Updated 11 days ago,https://cache3.pakwheels.com/ad_pictures/1204/toyota-corolla-gli-vvti-2016-120496689.webp
Toyota Corolla  2015 GLi 1.3 VVTi,PKR 29.9 lacs,Rahim Yar Khan,2015,https://www.pakwheels.com/used-cars/toyota-corolla-2015-for-sale-in-rahim-yar-khan-10008938,"70,000 km",Petrol,1300 cc,Manual,Updated 11 days ago,https://cache2.pakwheels.com/ad_pictures/1204/toyota-corolla-gli-vvti-2015-120494933.webp
Toyota Corolla  2013 GLi 1.3 VVTi,PKR 31 lacs,Rawalpindi,2013,https://www.pakwheels.com/used-cars/toyota-corolla-2013-for-sale-in-rawalpindi-10008697,"229,900 km",Petrol,1300 cc,Manual,Updated 11 days ago,https://cache4.pakwheels.com/ad_pictures/1204/toyota-corolla-gli-vvti-2013-120491311.webp
Toyota Corolla  2014 GLi 1.3 VVTi,PKR 32 lacs,Sillanwali,2014,https://www.pakwheels.com/used-cars/toyota-corolla-2014-for-sale-in-sillanwali-10008631,"170,000 km",Petrol,1300 cc,Manual,Updated 11 days ago,https://cache3.pakwheels.com/ad_pictures/1204/toyota-corolla-gli-vvti-2014-120490037.webp
Toyota Corolla  2013 GLi 1.3 VVTi,PKR 30.5 lacs,Gujrat,2013,https://www.pakwheels.com/used-cars/toyota-corolla-2013-for-sale-in-gujrat-10008451,"127,000 km",Petrol,1300 cc,Manual,Updated 11 days ago,https://cache3.pakwheels.com/ad_pictures/1204/toyota-corolla-gli-vvti-2013-120487259.webp
Toyota Corolla  2016 GLi 1.3 VVTi,PKR 36.75 lacs,Karachi,2016,https://www.pakwheels.com/used-cars/toyota-corolla-2016-for-sale-in-karachi-10008309,"85,000 km",Petrol,1300 cc,Manual,Updated 11 days ago,https://cache2.pakwheels.com/ad_pictures/1204/toyota-corolla-gli-vvti-2016-120484647.webp
Toyota Corolla  2013 GLi 1.3 VVTi,PKR 28.75 lacs,Badin,2013,https://www.pakwheels.com/used-cars/toyota-corolla-2013-for-sale-in-badin-10008341,"65,000 km",Petrol,1300 cc,Manual,Updated 11 days ago,https://cache4.pakwheels.com/ad_pictures/1204/toyota-corolla-gli-vvti-2013-120485422.webp
Toyota Corolla  2014 GLi Limited Edition 1.3 VVTi,PKR 28 lacs,Chenab Nagar,2014,https://www.pakwheels.com/used-cars/toyota-corolla-2014-for-sale-in-chenab-nagar-10008325,"191,000 km",Petrol,1300 cc,Manual,Updated 11 days ago,https://cache2.pakwheels.com/ad_pictures/1204/toyota-corolla-gli-vvti-limited-edition-2014-120484688.webp
Toyota Corolla  2015 GLi 1.3 VVTi,PKR 32 lacs,Gujrat,2015,https://www.pakwheels.com/used-cars/toyota-corolla-2015-for-sale-in-gujrat-10008015,"190,000 km",Petrol,1300 cc,Manual,Updated 11 days ago,https://cache1.pakwheels.com/ad_pictures/1204/toyota-corolla-gli-vvti-2015-120479593.webp
