Title,Price,Location,Year,Link,Mileage,Fuel,Engine,Transmission,Last_updated,Image_url
Toyota Corolla  2015 GLi 1.3 VVTi,PKR 38.75 lacs,Lahore,2015,https://www.pakwheels.com/used-cars/toyota-corolla-2015-for-sale-in-lahore-10008744,"114,460 km",Petrol,1300 cc,Manual,Updated 4 days ago,https://cache4.pakwheels.com/ad_pictures/1206/toyota-corolla-gli-vvti-2015-120600690.webp
Toyota Corolla  2013 GLi 1.3 VVTi,PKR 27.5 lacs,Kashmir,2013,https://www.pakwheels.com/used-cars/toyota-corolla-2013-for-sale-in-kashmir-10039025,"210,000 km",Petrol,1300 cc,Manual,Updated 4 days ago,https://cache1.pakwheels.com/ad_pictures/1209/toyota-corolla-gli-vvti-2013-120948333.webp
Toyota Corolla  2015 GLi 1.3 VVTi,PKR 32.9 lacs,Karachi,2015,https://www.pakwheels.com/used-cars/toyota-corolla-2015-for-sale-in-karachi-10035196,"69,000 km",Petrol,1300 cc,Manual,Updated 4 days ago,https://cache1.pakwheels.com/ad_pictures/1208/toyota-corolla-gli-vvti-2015-120890035.webp
Toyota Corolla  2015 GLi Automatic 1.3 VVTi,PKR 34.75 lacs,Karachi,2015,https://www.pakwheels.com/used-cars/toyota-corolla-2015-for-sale-in-karachi-10038958,"67,000 km",Petrol,1300 cc,Automatic,Updated 4 days ago,https://cache2.pakwheels.com/ad_pictures/1209/toyota-corolla-gli-vvti-automatic-2015-120947003.webp
Toyota Corolla  2014 GLi Automatic 1.6 VVTi,PKR 31 lacs,Peshawar,2014,https://www.pakwheels.com/used-cars/toyota-corolla-2014-for-sale-in-peshawar-10033406,"142,000 km",Petrol,1600 cc,Automatic,Updated 4 days ago,https://cache2.pakwheels.com/ad_pictures/1208/toyota-corolla-1-6-gli-automatic-2014-120864025.webp
Toyota Corolla  2015 GLi 1.3 VVTi,PKR 33.25 lacs,Fateh pur,2015,https://www.pakwheels.com/used-cars/toyota-corolla-2015-for-sale-in-fateh-pur-9670611,"150,000 km",Petrol,1300 cc,Manual,Updated 4 days ago,https://cache3.pakwheels.com/ad_pictures/1152/toyota-corolla-gli-vvti-2015-115257696.webp
Toyota Corolla  2016 GLi 1.3 VVTi,PKR 35.5 lacs,Larkana,2016,https://www.pakwheels.com/used-cars/toyota-corolla-2016-for-sale-in-larkana-10038836,"115,000 km",Petrol,1300 cc,Manual,Updated 4 days ago,https://cache3.pakwheels.com/ad_pictures/1209/toyota-corolla-gli-vvti-2016-120945373.webp
Toyota Corolla  2014 GLi 1.3 VVTi,PKR 23.2 lacs,Faisalabad,2014,https://www.pakwheels.com/used-cars/toyota-corolla-2014-for-sale-in-faisalabad-10038813,"120,000 km",Petrol,1300 cc,Manual,Updated 4 days ago,https://cache4.pakwheels.com/ad_pictures/1209/toyota-corolla-gli-vvti-2014-120944893.webp
Toyota Corolla  2013 GLi 1.3 VVTi,PKR 37.5 lacs,Islamabad,2013,https://www.pakwheels.com/used-cars/toyota-corolla-2013-for-sale-in-islamabad-10038761,"88,000 km",Petrol,1300 cc,Manual,Updated 4 days ago,https://cache3.pakwheels.com/ad_pictures/1209/toyota-corolla-gli-vvti-2013-120944202.webp
Toyota Corolla  2014 GLi 1.3 VVTi,PKR 33.5 lacs,Rahim Yar Khan,2014,https://www.pakwheels.com/used-cars/toyota-corolla-2014-for-sale-in-rahim-yar-khan-10038759,"217,008 km",Petrol,1300 cc,Manual,Updated 4 days ago,https://cache4.pakwheels.com/ad_pictures/1209/toyota-corolla-2014-120944151.webp
Toyota Corolla  2014 GLi Automatic Limited Edition 1.6 VVTi,PKR 33.5 lacs,Lahore,2014,https://www.pakwheels.com/used-cars/toyota-corolla-2014-for-sale-in-lahore-10038602,"169,000 km",Petrol,1600 cc,Automatic,Updated 4 days ago,https://cache2.pakwheels.com/ad_pictures/1209/toyota-corolla-1-6-gli-dual-vvti-automatic-limited-edition-2014-120941874.webp
Toyota Corolla  2016 GLi 1.3 VVTi,PKR 46 lacs,Islamabad,2016,https://www.pakwheels.com/used-cars/toyota-corolla-2016-for-sale-in-islamabad-10038594,"36,000 km",Petrol,1300 cc,Manual,Updated 4 days ago,https://cache2.pakwheels.com/ad_pictures/1209/toyota-corolla-gli-vvti-2016-120941786.webp
Toyota Corolla  2016 GLi Automatic 1.3 VVTi,PKR 39.5 lacs,Sialkot,2016,https://www.pakwheels.com/used-cars/toyota-corolla-2016-for-sale-in-sialkot-10038579,"80,000 km",Petrol,1300 cc,Automatic,Updated 4 days ago,https://cache3.pakwheels.com/ad_pictures/1209/toyota-corolla-gli-vvti-automatic-2016-120941591.webp
Toyota Corolla  2014 GLi Automatic 1.3 VVTi,PKR 35 lacs,Multan,2014,https://www.pakwheels.com/used-cars/toyota-corolla-2014-for-sale-in-multan-9982670,"194,155 km",Petrol,1300 cc,Automatic,Updated 4 days ago,https://cache3.pakwheels.com/ad_pictures/1200/toyota-corolla-gli-vvti-automatic-2014-120079608.webp
Toyota Corolla  2016 GLi Automatic 1.3 VVTi,PKR 44.8 lacs,Mardan,2016,https://www.pakwheels.com/used-cars/toyota-corolla-2016-for-sale-in-mardan-10038147,"72,000 km",Petrol,1300 cc,Automatic,Updated 4 days ago,https://cache4.pakwheels.com/ad_pictures/1209/toyota-corolla-gli-vvti-automatic-2016-120935607.webp
Toyota Corolla  2015 GLi 1.3 VVTi,PKR 36 lacs,Kotli Ak,2015,https://www.pakwheels.com/used-cars/toyota-corolla-2015-for-sale-in-kotli-ak-10038113,"122,000 km",Petrol,1300 cc,Manual,Updated 4 days ago,https://cache3.pakwheels.com/ad_pictures/1209/toyota-corolla-gli-vvti-2015-120935086.webp
Toyota Corolla  2013 GLi 1.3 VVTi,PKR 33.5 lacs,Islamabad,2013,https://www.pakwheels.com/used-cars/toyota-corolla-2013-for-sale-in-islamabad-10009803,"105,000 km",Petrol,1300 cc,Manual,Updated 4 days ago,https://cache4.pakwheels.com/ad_pictures/1205/toyota-corolla-gli-vvti-2013-120508054.webp
Toyota Corolla  2016 GLi Automatic 1.3 VVTi,PKR 32.3 lacs,Karachi,2016,https://www.pakwheels.com/used-cars/toyota-corolla-2016-for-sale-in-karachi-10037919,"118,000 km",Petrol,1300 cc,Automatic,Updated 4 days ago,https://cache2.pakwheels.com/ad_pictures/1209/toyota-corolla-gli-vvti-automatic-2016-120932261.webp
Toyota Corolla  2015 GLi 1.3 VVTi,PKR 34 lacs,Abbottabad,2015,https://www.pakwheels.com/used-cars/toyota-corolla-2015-for-sale-in-abbottabad-10037851,"70,000 km",Petrol,1300 cc,Manual,Updated 4 days ago,https://cache2.pakwheels.com/ad_pictures/1209/toyota-corolla-gli-vvti-2015-120931371.webp
Toyota Corolla  2013 GLi Automatic 1.6 VVTi,PKR 30.5 lacs,Karachi,2013,https://www.pakwheels.com/used-cars/toyota-corolla-2013-for-sale-in-karachi-10037808,"84,000 km",Petrol,1600 cc,Automatic,Updated 4 days ago,https://cache4.pakwheels.com/ad_pictures/1209/toyota-corolla-1-6-gli-automatic-2013-120930612.webp
Toyota Corolla  2015 GLi 1.3 VVTi,PKR 31.1 lacs,Karachi,2015,https://www.pakwheels.com/used-cars/toyota-corolla-2015-for-sale-in-karachi-10037789,"168,000 km",Petrol,1300 cc,Manual,Updated 4 days ago,https://cache2.pakwheels.com/ad_pictures/1209/toyota-corolla-gli-vvti-2015-120930277.webp
Toyota Corolla  2015 GLi 1.3 VVTi,PKR 35.2 lacs,Gujrat,2015,https://www.pakwheels.com/used-cars/toyota-corolla-2015-for-sale-in-gujrat-10037730,"170,500 km",Petrol,1300 cc,Manual,Updated 4 days ago,https://cache1.pakwheels.com/ad_pictures/1209/toyota-corolla-gli-vvti-2015-120929622.webp
Toyota Corolla  2014 GLi Automatic 1.6 VVTi,PKR 32 lacs,Islamabad,2014,https://www.pakwheels.com/used-cars/toyota-corolla-2014-for-sale-in-islamabad-10037603,"135,000 km",Petrol,1600 cc,Automatic,Updated 4 days ago,https://cache4.pakwheels.com/ad_pictures/1209/toyota-corolla-altis-1-6-automatic-2014-120927657.webp
Toyota Corolla  2013 GLi 1.3 VVTi,PKR 29 lacs,Nawabshah,2013,https://www.pakwheels.com/used-cars/toyota-corolla-2013-for-sale-in-nawabshah-10037420,"92,000 km",Petrol,1300 cc,Manual,Updated 4 days ago,https://cache4.pakwheels.com/ad_pictures/1209/toyota-corolla-gli-vvti-2013-120925021.webp
Toyota Corolla  2016 GLi 1.3 VVTi,PKR 35 lacs,Jhang,2016,https://www.pakwheels.com/used-cars/toyota-corolla-2016-for-sale-in-jhang-10037401,"120,000 km",Petrol,1300 cc,Manual,Updated 4 days ago,https://cache1.pakwheels.com/ad_pictures/1209/toyota-corolla-gli-vvti-2016-120924430.webp
Toyota Corolla  2014 GLi Automatic 1.6 VVTi,PKR 32 lacs,Lahore,2014,https://www.pakwheels.com/used-cars/toyota-corolla-2014-for-sale-in-lahore-9904494,"177,984 km",Petrol,1600 cc,Automatic,Updated 4 days ago,https://cache3.pakwheels.com/ad_pictures/1188/toyota-corolla-altis-1-6-automatic-2014-118854534.webp
Toyota Corolla  2016 GLi 1.3 VVTi,PKR 36 lacs,Karachi,2016,https://www.pakwheels.com/used-cars/toyota-corolla-2016-for-sale-in-karachi-10037243,"97,000 km",Petrol,1300 cc,Manual,Updated 4 days ago,https://cache3.pakwheels.com/ad_pictures/1209/toyota-corolla-gli-vvti-2016-120922268.webp
Toyota Corolla  2013 GLi 1.3 VVTi,PKR 28.4 lacs,Lahore,2013,https://www.pakwheels.com/used-cars/toyota-corolla-2013-for-sale-in-lahore-10036764,"97,000 km",Petrol,1300 cc,Manual,Updated 4 days ago,https://cache4.pakwheels.com/ad_pictures/1209/toyota-corolla-gli-vvti-2013-120914708.webp
Toyota Corolla  2015 GLi Automatic 1.3 VVTi,PKR 35.25 lacs,Karachi,2015,https://www.pakwheels.com/used-cars/toyota-corolla-2015-for-sale-in-karachi-10002936,"125,000 km",Petrol,1300 cc,Automatic,Updated 4 days ago,https://cache3.pakwheels.com/ad_pictures/1203/toyota-corolla-gli-vvti-automatic-2015-120398562.webp
Toyota Corolla  2013 GLi 1.3 VVTi,PKR 31.5 lacs,Muzaffarabad,2013,https://www.pakwheels.com/used-cars/toyota-corolla-2013-for-sale-in-muzaffarabad-10036450,"135,000 km",Petrol,1300 cc,Manual,Updated 4 days ago,https://cache1.pakwheels.com/ad_pictures/1209/toyota-corolla-gli-vvti-2013-120909368.webp
Toyota Corolla  2014 GLi Limited Edition 1.3 VVTi,PKR 29.1 lacs,Gujrat,2014,https://www.pakwheels.com/used-cars/toyota-corolla-2014-for-sale-in-gujrat-10036423,"168,000 km",Petrol,1300 cc,Manual,Updated 4 days ago,https://cache2.pakwheels.com/ad_pictures/1209/toyota-corolla-gli-vvti-limited-edition-2014-120908625.webp
Toyota Corolla  2013 GLi 1.3 VVTi,PKR 31.5 lacs,Peshawar,2013,https://www.pakwheels.com/used-cars/toyota-corolla-2013-for-sale-in-peshawar-10036028,"90,000 km",Petrol,1300 cc,Manual,Updated 5 days ago,https://cache1.pakwheels.com/ad_pictures/1209/toyota-corolla-gli-vvti-2013-120902513.webp
Toyota Corolla  2013 GLi 1.3 VVTi,PKR 27.5 lacs,Faisalabad,2013,https://www.pakwheels.com/used-cars/toyota-corolla-2013-for-sale-in-faisalabad-9982865,"217,000 km",Petrol,1300 cc,Manual,Updated 5 days ago,https://cache3.pakwheels.com/ad_pictures/1200/toyota-corolla-gli-vvti-2013-120082375.webp
Toyota Corolla  2013 GLi Automatic 1.6 VVTi,PKR 40 lacs,Gujranwala,2013,https://www.pakwheels.com/used-cars/toyota-corolla-2013-for-sale-in-gujranwala-10032058,"170,000 km",Petrol,1600 cc,Automatic,Updated 5 days ago,https://cache4.pakwheels.com/ad_pictures/1208/toyota-corolla-1-6-gli-automatic-2013-120844135.webp
Toyota Corolla  2014 GLi 1.3 VVTi,PKR 30.99 lacs,Lahore,2014,https://www.pakwheels.com/used-cars/toyota-corolla-2014-for-sale-in-lahore-10035863,"80,000 km",Petrol,1300 cc,Manual,Updated 5 days ago,https://cache3.pakwheels.com/ad_pictures/1208/toyota-corolla-gli-vvti-2014-120899929.webp
Toyota Corolla  2013 GLi 1.3 VVTi,PKR 24.8 lacs,Mardan,2013,https://www.pakwheels.com/used-cars/toyota-corolla-2013-for-sale-in-mardan-10035805,"177,500 km",Petrol,1300 cc,Manual,Updated 5 days ago,https://cache1.pakwheels.com/ad_pictures/1208/toyota-corolla-gli-vvti-2013-120899244.webp
Toyota Corolla  2013 GLi 1.3 VVTi,PKR 26.8 lacs,Bahawalpur,2013,https://www.pakwheels.com/used-cars/toyota-corolla-2013-for-sale-in-bahawalpur-9251491,"120,000 km",Petrol,1300 cc,Manual,Updated 5 days ago,https://cache3.pakwheels.com/ad_pictures/1089/toyota-corolla-gli-vvti-2013-108962158.webp
Toyota Corolla  2015 GLi 1.3 VVTi,PKR 32.5 lacs,Layyah,2015,https://www.pakwheels.com/used-cars/toyota-corolla-2015-for-sale-in-layyah-10033429,123 km,Petrol,1300 cc,Manual,Updated 5 days ago,https://cache1.pakwheels.com/ad_pictures/1208/toyota-corolla-gli-vvti-2015-120865007.webp
Toyota Corolla  2015 GLi Automatic 1.3 VVTi,PKR 34.5 lacs,Shakargarh,2015,https://www.pakwheels.com/used-cars/toyota-corolla-2015-for-sale-in-shakargarh-10035547,2 km,Petrol,1300 cc,Automatic,Updated 5 days ago,https://cache3.pakwheels.com/ad_pictures/1208/toyota-corolla-gli-vvti-automatic-2015-120895359.webp
Toyota Corolla  2015 GLi Automatic 1.3 VVTi,PKR 34.5 lacs,Karachi,2015,https://www.pakwheels.com/used-cars/toyota-corolla-2015-for-sale-in-karachi-10035393,"98,000 km",Petrol,1300 cc,Automatic,Updated 5 days ago,https://cache3.pakwheels.com/ad_pictures/1208/toyota-corolla-gli-vvti-automatic-2015-120893399.webp
Toyota Corolla  2015 GLi 1.3 VVTi,PKR 36 lacs,Rahim Yar Khan,2015,https://www.pakwheels.com/used-cars/toyota-corolla-2015-for-sale-in-rahim-yar-khan-10009530,"68,000 km",Petrol,1300 cc,Manual,Updated 5 days ago,https://cache4.pakwheels.com/ad_pictures/1205/toyota-corolla-gli-vvti-2015-120504327.webp
Toyota Corolla  2015 GLi 1.3 VVTi,PKR 32.7 lacs,Attock,2015,https://www.pakwheels.com/used-cars/toyota-corolla-2015-for-sale-in-attock-10025807,"120,000 km",Petrol,1300 cc,Manual,Updated 5 days ago,https://cache4.pakwheels.com/ad_pictures/1207/toyota-corolla-gli-vvti-2015-120748998.webp
Toyota Corolla  2014 GLi 1.3 VVTi,PKR 38 lacs,Abbottabad,2014,https://www.pakwheels.com/used-cars/toyota-corolla-2014-for-sale-in-abbottabad-10035080,"160,000 km",Petrol,1300 cc,Manual,Updated 5 days ago,https://cache1.pakwheels.com/ad_pictures/1208/toyota-corolla-gli-vvti-2014-120888675.webp
Toyota Corolla  2016 GLi 1.3 VVTi,PKR 32 lacs,Rahim Yar Khan,2016,https://www.pakwheels.com/used-cars/toyota-corolla-2016-for-sale-in-rahim-yar-khan-10034945,"215,000 km",Petrol,1300 cc,Manual,Updated 5 days ago,https://cache1.pakwheels.com/ad_pictures/1208/toyota-corolla-gli-vvti-2016-120886725.webp
Toyota Corolla  2013 GLi Automatic Limited Edition 1.6 VVTi,PKR 30 lacs,Karachi,2013,https://www.pakwheels.com/used-cars/toyota-corolla-2013-for-sale-in-karachi-10034001,"111,000 km",Petrol,1600 cc,Automatic,Updated 5 days ago,https://cache4.pakwheels.com/ad_pictures/1208/toyota-corolla-1-6-gli-dual-vvti-automatic-limited-edition-2013-120872996.webp
Toyota Corolla  2016 GLi 1.3 VVTi,PKR 33.8 lacs,Kahuta,2016,https://www.pakwheels.com/used-cars/toyota-corolla-2016-for-sale-in-kahuta-10034877,"153,000 km",Petrol,1300 cc,Manual,Updated 5 days ago,https://cache3.pakwheels.com/ad_pictures/1208/toyota-corolla-gli-vvti-2016-120885442.webp
Toyota Corolla  2013 GLi 1.3 VVTi,PKR 22 lacs,Faisalabad,2013,https://www.pakwheels.com/used-cars/toyota-corolla-2013-for-sale-in-faisalabad-10034853,5 km,Petrol,1300 cc,Manual,Updated 5 days ago,https://cache3.pakwheels.com/ad_pictures/1208/toyota-corolla-gli-vvti-2013-120885183.webp
Toyota Corolla  2015 GLi 1.3 VVTi,PKR 32.75 lacs,Karachi,2015,https://www.pakwheels.com/used-cars/toyota-corolla-2015-for-sale-in-karachi-10034807,"106,000 km",Petrol,1300 cc,Manual,Updated 5 days ago,https://cache1.pakwheels.com/ad_pictures/1208/toyota-corolla-gli-vvti-2015-120884581.webp
Toyota Corolla  2016 GLi Automatic 1.3 VVTi,PKR 42.25 lacs,Jhang,2016,https://www.pakwheels.com/used-cars/toyota-corolla-2016-for-sale-in-jhang-10034763,"82,000 km",Petrol,1300 cc,Automatic,Updated 5 days ago,https://cache1.pakwheels.com/ad_pictures/1208/toyota-corolla-gli-vvti-automatic-2016-120883723.webp
Toyota Corolla  2015 GLi 1.3 VVTi,PKR 31.5 lacs,Gujrat,2015,https://www.pakwheels.com/used-cars/toyota-corolla-2015-for-sale-in-gujrat-10034739,"122,000 km",Petrol,1300 cc,Manual,Updated 5 days ago,https://cache4.pakwheels.com/ad_pictures/1208/toyota-corolla-gli-vvti-2015-120883346.webp
Toyota Corolla  2014 GLi 1.3 VVTi,PKR 33.5 lacs,Mardan,2014,https://www.pakwheels.com/used-cars/toyota-corolla-2014-for-sale-in-mardan-10034618,"200,000 km",Petrol,1300 cc,Manual,Updated 5 days ago,https://cache3.pakwheels.com/ad_pictures/1208/toyota-corolla-gli-vvti-2014-120881631.webp
Toyota Corolla  2013 GLi 1.3 VVTi,PKR 28.4 lacs,Lahore,2013,https://www.pakwheels.com/used-cars/toyota-corolla-2013-for-sale-in-lahore-10034402,"97,000 km",Petrol,1300 cc,Manual,Updated 5 days ago,https://cache1.pakwheels.com/ad_pictures/1208/toyota-corolla-gli-vvti-2013-120878236.webp
Toyota Corolla  2013 GLi 1.3 VVTi,PKR 32 lacs,Islamabad,2013,https://www.pakwheels.com/used-cars/toyota-corolla-2013-for-sale-in-islamabad-10034203,"121,500 km",Petrol,1300 cc,Manual,Updated 5 days ago,https://cache1.pakwheels.com/ad_pictures/1208/toyota-corolla-gli-vvti-2013-120875656.webp
Toyota Corolla  2014 GLi 1.3 VVTi,PKR 29.5 lacs,Multan,2014,https://www.pakwheels.com/used-cars/toyota-corolla-2014-for-sale-in-multan-10033641,"90,000 km",Petrol,1300 cc,Manual,Updated 5 days ago,https://cache1.pakwheels.com/ad_pictures/1208/toyota-corolla-gli-vvti-2014-120867887.webp
Toyota Corolla  2015 GLi Automatic 1.3 VVTi,PKR 39.8 lacs,Islamabad,2015,https://www.pakwheels.com/used-cars/toyota-corolla-2015-for-sale-in-islamabad-10033614,"108,000 km",Petrol,1300 cc,Automatic,Updated 5 days ago,https://cache3.pakwheels.com/ad_pictures/1209/toyota-corolla-gli-vvti-automatic-2015-120989320.webp
Toyota Corolla  2014 GLi 1.3 VVTi,PKR 35 lacs,Kamalia,2014,https://www.pakwheels.com/used-cars/toyota-corolla-2014-for-sale-in-kamalia-10033613,"201,300 km",Petrol,1300 cc,Manual,Updated 5 days ago,https://cache2.pakwheels.com/ad_pictures/1208/toyota-corolla-gli-vvti-2015-120867185.webp
Toyota Corolla  2013 GLi Automatic 1.6 VVTi,PKR 25.5 lacs,Lahore,2013,https://www.pakwheels.com/used-cars/toyota-corolla-2013-for-sale-in-lahore-10033215,"212,000 km",Petrol,1600 cc,Automatic,Updated 5 days ago,https://cache2.pakwheels.com/ad_pictures/1211/toyota-corolla-1-6-gli-automatic-2013-121162165.webp
Toyota Corolla  2016 GLi Automatic 1.3 VVTi,PKR 37.25 lacs,Karachi,2016,https://www.pakwheels.com/used-cars/toyota-corolla-2016-for-sale-in-karachi-9694634,"63,000 km",Petrol,1300 cc,Automatic,Updated 5 days ago,https://cache3.pakwheels.com/ad_pictures/1197/toyota-corolla-gli-vvti-automatic-2016-119707971.webp
Toyota Corolla  2014 GLi Automatic 1.6 VVTi,PKR 32.65 lacs,Sahiwal,2014,https://www.pakwheels.com/used-cars/toyota-corolla-2014-for-sale-in-sahiwal-10032981,"104,867 km",Petrol,1600 cc,Automatic,Updated 5 days ago,https://cache1.pakwheels.com/ad_pictures/1208/toyota-corolla-1-6-gli-automatic-2014-120857408.webp
Toyota Corolla  2013 GLi 1.3 VVTi,PKR 27 lacs,Kohat,2013,https://www.pakwheels.com/used-cars/toyota-corolla-2013-for-sale-in-kohat-10032957,"200,000 km",Petrol,1300 cc,Manual,Updated 5 days ago,https://cache3.pakwheels.com/ad_pictures/1208/toyota-corolla-gli-vvti-2013-120857344.webp
Toyota Corolla  2016 GLi 1.3 VVTi,PKR 36.5 lacs,Taxila,2016,https://www.pakwheels.com/used-cars/toyota-corolla-2016-for-sale-in-taxila-10032921,"154,000 km",Petrol,1300 cc,Manual,Updated 5 days ago,https://cache2.pakwheels.com/ad_pictures/1208/toyota-corolla-gli-vvti-2016-120856932.webp
Toyota Corolla  2016 GLi 1.3 VVTi,PKR 35.8 lacs,Sargodha,2016,https://www.pakwheels.com/used-cars/toyota-corolla-2016-for-sale-in-sargodha-9681860,135 km,Petrol,1300 cc,Manual,Updated 5 days ago,https://cache2.pakwheels.com/ad_pictures/1157/toyota-corolla-gli-vvti-2016-115754692.webp
Toyota Corolla  2015 GLi 1.3 VVTi,PKR 34 lacs,Karachi,2015,https://www.pakwheels.com/used-cars/toyota-corolla-2015-for-sale-in-karachi-10032817,"366,220 km",Petrol,1300 cc,Manual,Updated 5 days ago,https://cache2.pakwheels.com/ad_pictures/1208/toyota-corolla-gli-vvti-2015-120855571.webp
Toyota Corolla  2015 GLi 1.3 VVTi,PKR 34 lacs,Sillanwali,2015,https://www.pakwheels.com/used-cars/toyota-corolla-2015-for-sale-in-sillanwali-10032728,"140,000 km",Petrol,1300 cc,Manual,Updated 5 days ago,https://cache2.pakwheels.com/ad_pictures/1208/toyota-corolla-gli-vvti-2015-120853861.webp
Toyota Corolla  2014 GLi 1.3 VVTi,PKR 33.5 lacs,Gujranwala,2014,https://www.pakwheels.com/used-cars/toyota-corolla-2014-for-sale-in-gujranwala-10032425,"100,000 km",Petrol,1300 cc,Manual,Updated 5 days ago,https://cache3.pakwheels.com/ad_pictures/1208/toyota-corolla-gli-vvti-2014-120849793.webp
Toyota Corolla  2016 GLi 1.3 VVTi,PKR 33.9 lacs,Gujrat,2016,https://www.pakwheels.com/used-cars/toyota-corolla-2016-for-sale-in-gujrat-10032220,"200,000 km",Petrol,1300 cc,Manual,Updated 5 days ago,https://cache4.pakwheels.com/ad_pictures/1208/toyota-corolla-gli-vvti-2016-120846322.webp
Toyota Corolla  2016 GLi 1.3 VVTi,PKR 34.95 lacs,Islamabad,2016,https://www.pakwheels.com/used-cars/toyota-corolla-2016-for-sale-in-islamabad-10024692,"112,170 km",Petrol,1300 cc,Manual,Updated 5 days ago,https://cache1.pakwheels.com/ad_pictures/1207/toyota-corolla-gli-vvti-2016-120732488.webp
Toyota Corolla  2016 GLi 1.3 VVTi,PKR 35 lacs,Peshawar,2016,https://www.pakwheels.com/used-cars/toyota-corolla-2016-for-sale-in-peshawar-10032135,"95,000 km",Petrol,1300 cc,Manual,Updated 5 days ago,https://cache2.pakwheels.com/ad_pictures/1208/toyota-corolla-gli-vvti-2016-120845459.webp
Toyota Corolla  2014 GLi 1.3 VVTi,PKR 28.9 lacs,Karachi,2014,https://www.pakwheels.com/used-cars/toyota-corolla-2014-for-sale-in-karachi-10025660,"120,000 km",Petrol,1300 cc,Manual,Updated 6 days ago,https://cache2.pakwheels.com/ad_pictures/1207/toyota-corolla-gli-vvti-2014-120746954.webp
Toyota Corolla  2016 GLi 1.3 VVTi,PKR 40 lacs,Fateh pur,2016,https://www.pakwheels.com/used-cars/toyota-corolla-2016-for-sale-in-fateh-pur-10031675,"87,000 km",Petrol,1300 cc,Manual,Updated 6 days ago,https://cache4.pakwheels.com/ad_pictures/1208/toyota-corolla-gli-vvti-2016-120838256.webp
Toyota Corolla  2016 GLi Automatic 1.3 VVTi,PKR 35 lacs,Karachi,2016,https://www.pakwheels.com/used-cars/toyota-corolla-2016-for-sale-in-karachi-10031460,"126,000 km",Petrol,1300 cc,Automatic,Updated 6 days ago,https://cache4.pakwheels.com/ad_pictures/1208/toyota-corolla-gli-vvti-automatic-2016-120835075.webp
Toyota Corolla  2015 GLi Automatic 1.3 VVTi,PKR 35.5 lacs,Peshawar,2015,https://www.pakwheels.com/used-cars/toyota-corolla-2015-for-sale-in-peshawar-10031285,"200,000 km",Petrol,1300 cc,Automatic,Updated 6 days ago,https://cache3.pakwheels.com/ad_pictures/1208/toyota-corolla-gli-vvti-automatic-2015-120832554.webp
Toyota Corolla  2015 GLi Automatic 1.3 VVTi,PKR 40 lacs,Lahore,2015,https://www.pakwheels.com/used-cars/toyota-corolla-2015-for-sale-in-lahore-10031304,"116,000 km",Petrol,1300 cc,Automatic,Updated 6 days ago,https://cache4.pakwheels.com/ad_pictures/1208/toyota-corolla-gli-vvti-automatic-2015-120832730.webp
Toyota Corolla  2015 GLi 1.3 VVTi,PKR 36 lacs,Kot addu,2015,https://www.pakwheels.com/used-cars/toyota-corolla-2015-for-sale-in-kot-addu-10031295,"136,000 km",Petrol,1300 cc,Manual,Updated 6 days ago,https://cache4.pakwheels.com/ad_pictures/1208/toyota-corolla-gli-vvti-2015-120832804.webp
Toyota Corolla  2016 GLi 1.3 VVTi,PKR 38.95 lacs,Islamabad,2016,https://www.pakwheels.com/used-cars/toyota-corolla-2016-for-sale-in-islamabad-10031258,"90,000 km",Petrol,1300 cc,Manual,Updated 6 days ago,https://cache3.pakwheels.com/ad_pictures/1208/toyota-corolla-gli-vvti-2016-120832132.webp
Toyota Corolla  2015 GLi 1.3 VVTi,PKR 35 lacs,Gujranwala,2015,https://www.pakwheels.com/used-cars/toyota-corolla-2015-for-sale-in-gujranwala-10031140,"80,000 km",Petrol,1300 cc,Manual,Updated 6 days ago,https://cache2.pakwheels.com/ad_pictures/1208/toyota-corolla-gli-vvti-2015-120828358.webp
Toyota Corolla  2013 GLi Automatic 1.6 VVTi,PKR 32.5 lacs,Peshawar,2013,https://www.pakwheels.com/used-cars/toyota-corolla-2013-for-sale-in-peshawar-9966308,"170,000 km",Petrol,1600 cc,Automatic,Updated 6 days ago,https://cache2.pakwheels.com/ad_pictures/1198/toyota-corolla-1-6-gli-automatic-2013-119816932.webp
Toyota Corolla  2015 GLi 1.3 VVTi,PKR 36.25 lacs,Gujranwala,2015,https://www.pakwheels.com/used-cars/toyota-corolla-2015-for-sale-in-gujranwala-10030837,"173,000 km",Petrol,1300 cc,Manual,Updated 6 days ago,https://cache3.pakwheels.com/ad_pictures/1210/toyota-corolla-gli-vvti-2015-121042933.webp
Toyota Corolla  2014 GLi 1.3 VVTi,PKR 34 lacs,Sahiwal,2014,https://www.pakwheels.com/used-cars/toyota-corolla-2014-for-sale-in-sahiwal-10030883,"82,000 km",Petrol,1300 cc,Manual,Updated 6 days ago,https://cache1.pakwheels.com/ad_pictures/1208/toyota-corolla-gli-vvti-2014-120825896.webp
Toyota Corolla  2015 GLi 1.3 VVTi,PKR 36.5 lacs,Gujrat,2015,https://www.pakwheels.com/used-cars/toyota-corolla-2015-for-sale-in-gujrat-10030861,"170,000 km",Petrol,1300 cc,Manual,Updated 6 days ago,https://cache4.pakwheels.com/ad_pictures/1208/toyota-corolla-gli-vvti-2015-120825461.webp
